id,day,popup_id,popup_name,popup_strategy,popup_discount
b1bd5152-40f3-4018-a4c6-dc5b3da2db39,2024-04-06,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
e607dc59-368d-4875-862a-308a00ae244b,2024-04-08,bgon53q1,Exit Intent | Regular_Traffic | Desktop | 10 OFF | SMS trigger,Exit Intent,10 OFF
54413da1-92ca-41c4-a838-0e2e693094a8,2024-01-07,is4hjs15,,,
1dc290c3-c87f-4b46-8ae5-2184868aec4f,2024-03-27,err1rqhe,,,
6534dba9-2452-4e8b-b840-8f482b938629,2024-04-01,mzkhvqi6,,,
d5f7c2d6-723d-4e2b-8d63-1e2414c26eec,2024-04-07,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
c4f1ef25-ca24-4478-bfbd-fa4c731da93e,2024-03-07,ivhfrrkf,,,
ajs-next-30cff176ff14ab44bd36ee9577fee082,2024-04-02,842613,Cart Abandon | Google Organic | Mobile | 10 OFF | SMS No Trigger,Cart Abandon,10 OFF
3e0ae227-ec3e-41d6-808c-cb33360c3bcd,2024-04-03,und7pm4w,2nd Page | ACQ | Mobile | 10 OFF | SMS trigger,2nd Page,10 OFF
657ee6fa-5a86-4eb1-9746-ed3119e49f4b,2024-04-09,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
d93f0bf1-0c4e-40db-9080-1c3037078119,2024-04-10,k2lyd9ke,,,
ajs-next-afc3b075b1220c8310ad94840837a92f,2024-04-11,906675,2nd page | ACQ International Canada | Desktop | 10 OFF | SMS Trigger | 981934,2nd page,10 OFF
bf218524-2ffa-4f74-bdbb-202d751c2e3d,2024-04-01,err1rqhe,,,
78d5cefc-f9b8-4ab0-b612-e960078aadf0,2024-04-11,q32cdutb,,,
b06e53ce-8ed8-4b7a-8422-70d93ac3ccf5,2024-04-10,k2lyd9ke,,,
7a92bdc9-9d63-4bb9-acfb-d14206364343,2024-01-05,xgeht1ip,,,
ajs-next-9dba03728139184a3e5b2cf7314b406f,2024-03-17,906679,1st page | Regular Traffic Canada | Desktop | 10 OFF | SMS Trigger | 981934,1st page,10 OFF
4d1f75ab-6ff9-4f4b-ada2-337ab23d35db,2024-02-23,xgeht1ip,,,
dff0643a-fd08-4291-a026-cecb0acdbdde,2024-04-08,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-787a67ad466257c5786450237a68e4be,2024-02-23,855702,1st page | ACQ NON PDP | Desktop | 10 OFF | SMS Trigger | 976279,1st page,10 OFF
5c2ed6ea-549b-43aa-9c2b-7b5f619ce358,2024-04-11,a04w71n1,2nd Page | ACQ | Mobile | 10 OFF | SMS trigger,2nd Page,10 OFF
ajs-next-c2d2d162eec1823fa4a2c41304ebf0e3,2024-04-11,906353,Exit Intent | ACQ International Canada | Mobile | 10 OFF | SMS Trigger | 981935,Exit Intent,10 OFF
5f67f201-3b01-4a26-9b69-5bd8326cb6ff,2024-03-08,01g1cj9b,,,
75866f13-36bc-4eae-8dad-0c69fb857a50,2024-04-05,q32cdutb,,,
4cba6f5f-499c-464e-9571-470cd870042b,2024-03-07,01g1cj9b,,,
85162b85-8b80-4566-aab7-cc59499864a1,2024-04-03,q32cdutb,,,
60471d3a-026c-45d1-b557-cf15386a3a00,2024-02-11,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
ajs-next-b0258ad0c9704bf4b2659c8a8d469506,2024-02-13,856871,Cart Abandon | Regular Traffic International UK | Desktop | 10 OFF | SMS No Trigger,Cart Abandon,10 OFF
e956b505-e3d5-4c60-ab5a-51745106dce3,2024-04-11,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
2ea50090-5d2d-4890-ab02-bf603e4d0933,2024-04-10,mvgkglu7,2nd Page | Google_Organic | Mobile | 10 OFF | SMS trigger,2nd Page,10 OFF
8c6b4358-02e9-41bf-bfc7-667a4b62509d,2024-04-10,k2lyd9ke,,,
ca9f0ff6-3946-4d59-a66a-2387f79119ce,2024-04-10,k2lyd9ke,,,
f0e87e7f-0658-46bb-ad27-2ecc358d12dd,2024-04-08,bgon53q1,Exit Intent | Regular_Traffic | Desktop | 10 OFF | SMS trigger,Exit Intent,10 OFF
7568c3a6-2045-4e74-8fdc-bd3cbeb194d1,2024-04-08,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
480a231e-1f00-4a6b-a57e-d919626d96fb,2024-04-08,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
748be2dc-3bc5-43a7-b64d-e00cdaf8b5f7,2024-04-07,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
d044dd07-67f7-4e8f-9aea-0ed5d69a675d,2024-02-11,q32cdutb,,,
e9318b09-5982-498b-811e-6079f6edf1f2,2024-03-07,01g1cj9b,,,
780797a3-ca26-49a2-a687-ffea6e2204aa,2024-03-30,01g1cj9b,,,
c24c7053-c41d-411b-a385-bc5306139aa9,2024-03-05,ivhfrrkf,,,
4a2929d9-c7c2-4889-add7-e17b63854831,2024-03-19,err1rqhe,,,
ajs-next-c4df80264ab2aa20dca8956b7abcdd52,2024-02-25,827838,Exit Intent | ACQ | Mobile | 10 OFF | SMS Trigger | 976282,Exit Intent,10 OFF
5470cac5-07e9-43fc-8b9b-f78a32dbe98f,2024-04-04,as2abr5z,,,
19148643-9c70-4a29-9cf7-f12f17927801,2024-02-18,xy55r5iy,,,
c212de92-24bb-409c-ae87-096efbbf8a43,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
bf3afcd3-63fb-4c5d-927f-c86a81771348,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-cc8fb853c93afd0e9a200c8d001b96da,2024-04-07,906355,Exit Intent | Regular Traffic Canada | Mobile | 10 OFF | SMS Trigger | 981935,Exit Intent,10 OFF
690d2251-d935-4e3c-8099-86406f4b7242,2024-03-30,01g1cj9b,,,
48726fb2-bb82-461d-b70c-cbb05bbfdc5e,2024-03-30,01g1cj9b,,,
66c5862e-7551-436a-9172-f55c67573b87,2024-02-24,bk2t0wtf,,,
8e5b0070-0c7e-4a5a-a194-1d47b0d9c1b0,2024-04-09,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-9ce9cf60e31c6f2ad2391c0413f38fb5,2024-04-03,906353,Exit Intent | ACQ International Canada | Mobile | 10 OFF | SMS Trigger | 987423,Exit Intent,10 OFF
1ccb3c04-9f75-4ffd-b9e3-9ad3dbee3a32,2024-04-11,und7pm4w,2nd Page | ACQ | Mobile | 10 OFF | SMS trigger,2nd Page,10 OFF
d70652bd-803e-456f-8a69-3aaa7fa2fd0d,2024-04-10,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-5d756982780d0bfacffb913df66391f2,2024-04-04,906675,2nd page | ACQ International Canada | Desktop | 10 OFF | SMS Trigger | 981934,2nd page,10 OFF
dd31aa43-5ba2-4842-8204-b07ef45f1dd5,2024-04-06,01g1cj9b,,,
deaeff91-63ea-492c-b4e1-acf6cf933c7c,2024-03-05,i5szulbq,,,
ff938dbc-173c-4d87-b5a5-e92996321f88,2024-04-06,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
dbe27319-25a6-4dc0-a04b-e886d962538e,2024-03-23,bk2t0wtf,,,
b2a31a79-4f65-441e-9b2f-715359e9dcd2,2024-03-29,01g1cj9b,,,
ajs-next-e48d2dbd4a3a69869bdf6b60a10d1c85,2024-01-22,842223,1st page | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 960787,1st page,10 OFF
f494d2b6-dc14-415d-9853-27c530618065,2024-01-11,err1rqhe,,,
eae911b6-cc09-4bcf-af00-6f857dc88340,2024-04-06,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
6b12ccdc-9ce4-44df-a58c-541f1bd4b24c,2024-04-11,7qa0te88,,,
352efb33-ea30-4b09-be8d-fa8ce9a64106,2024-04-11,7qa0te88,,,
99ab2265-1a60-445a-b058-f9e20afab2da,2024-04-11,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
378b1ba4-3690-4cde-942f-32acd710196e,2024-04-11,7qa0te88,,,
ce05033d-65e8-45c4-8cf5-0b5b6c8cb4fa,2024-01-11,err1rqhe,,,
0f2b5d14-dc54-4256-8aeb-01a128cfc91c,2024-03-01,xgeht1ip,,,
1aff3bfa-1399-491f-917d-ac0acb1c0508,2024-04-11,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
131e34a6-8100-4233-8fa4-b33def1ec944,2024-03-07,01g1cj9b,,,
74145cea-6089-465c-aefd-d5e1aacf3dfc,2024-03-07,01g1cj9b,,,
32b7e846-6f65-4200-a2a2-3f8dfa157a93,2024-03-05,ivhfrrkf,,,
e5aed30e-d7d5-4102-97af-94f6559a2d55,2024-02-29,xy55r5iy,,,
ajs-next-bf7693731bc6ed1fa5428082a0d3abcb,2024-04-11,846290,Exit Intent | ACQ International UK | Mobile | 10 OFF | SMS Trigger | 981801,Exit Intent,10 OFF
69ee2c25-b6b7-4668-9f09-48eec97553ba,2024-04-11,as2abr5z,,,
a55fe4fc-6c62-4063-8c3a-05a00c28f64d,2024-04-09,bgon53q1,Exit Intent | Regular_Traffic | Desktop | 10 OFF | SMS trigger,Exit Intent,10 OFF
1e6ff477-0365-48ca-a093-993a212ec0d0,2024-04-04,7qa0te88,,,
780f8e44-13e0-4fc2-bedd-132a827c51c9,2024-04-11,7qa0te88,,,
ajs-next-19a95b0217297145224cfe6f98169e8c,2024-01-25,912594,[Straight Change] STR CAMI - Upsell pop-up - Mobile,[Straight Change] STR CAMI - Upsell pop-up - Mobile,
ajs-next-9ef49f3e5e57df8db4b1640f2cdba8f6,2024-03-05,906676,2nd page | Google Organic International Canada | Desktop | 10 OFF | SMS Trigger | 974202,2nd page,10 OFF
8f036d5e-5b14-46a7-959d-b58031ae9f32,2024-04-05,01g1cj9b,,,
94a995e3-2ec3-4a15-9195-a3c19c7ce2cb,2024-03-19,is4hjs15,,,
be6a2abd-b42e-47bc-923a-c3d98f93036d,2024-04-09,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
45386769-382c-4929-ba08-d95402a01acf,2024-04-04,7qa0te88,,,
cd4351af-5197-4204-9708-8ac00fe1fecb,2024-03-18,err1rqhe,,,
ajs-next-1f37aefe41c3ad9add7204dabb9dfa39,2024-04-11,906675,2nd page | ACQ International Canada | Desktop | 10 OFF | SMS Trigger | 981934,2nd page,10 OFF
4a8ad9b6-7730-44e2-8ffd-cde63eebad6a,2024-04-04,7qa0te88,,,
35c1e7e6-2934-4dfd-937a-7b22b01b8c53,2024-04-04,7qa0te88,,,
7a607129-2baa-47a8-a5b6-4cf2d17954f0,2024-04-10,k2lyd9ke,,,
ajs-next-60f7e90f222dd0f964e903774e4d7405,2024-02-24,855703,1st page | ACQ NON PDP | Mobile | 10 OFF | SMS Trigger | 976282,1st page,10 OFF
596fcad9-fd5f-49ec-9565-f7dfa973dcc9,2024-01-28,as2abr5z,,,
c9af3bad-6893-42ed-93fa-1fed739c1cb5,2024-01-09,err1rqhe,,,
4be1e504-f5a8-4126-8812-05f5a80ce7d6,2024-04-01,err1rqhe,,,
177fe820-8b4d-4a31-8e50-8c4e8889bd15,2024-04-01,err1rqhe,,,
b0cf6758-ae73-436c-b129-fd54d56f9ed4,2024-04-07,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
ajs-next-666070fa62c38627f46ebfa22019926a,2024-03-14,936761,Exit Intent | Google Organic International AU | Mobile | 10 OFF | SMS Trigger | 981690,Exit Intent,10 OFF
76d86c90-bfcf-4de0-81de-61306dc6a67e,2024-03-05,i5szulbq,,,
2044c33c-81bb-467c-ad2f-db65facbe11d,2024-04-07,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
cbed5231-76c5-48f0-aae9-f31d605d1b84,2024-04-08,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
bcb913b7-0243-4c04-ac5f-a689a693758f,2024-04-11,t02svbd7,,,
ajs-next-4734240ea7b75fddfbc8f272ea848603,2024-01-06,928184,[2023-09-26] RET - EVERGREEN - Pop Up - FREE Travel Pouch Pink (US) - Desktop,[2023-09-26] RET - EVERGREEN - Pop Up - FREE Travel Pouch Pink (US) - Desktop,
5c7412e7-e9ee-456d-9021-6f6878a8052c,2024-03-22,01g1cj9b,,,
8ef442d0-5266-4872-96a5-38ba05cc9cda,2024-04-10,k2lyd9ke,,,
ajs-next-9801454fb268b9a54ff0dd4dad1c6ffd,2024-03-14,842259,Exit Intent | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 981832,Exit Intent,10 OFF
ajs-next-3e9864d87f63c89d48046f567a76db88,2024-03-25,906675,2nd page | ACQ International Canada | Desktop | 10 OFF | SMS Trigger | 987419,2nd page,10 OFF
09fe3af6-0ec6-49f0-be07-af8aad4ea77b,2024-01-09,err1rqhe,,,
addc358c-5a3e-44c6-8090-8fc0bbc702d6,2024-01-09,err1rqhe,,,
d646e8b6-2ad8-4483-8406-b452ecd17822,2024-03-27,7qa0te88,,,
def524e4-8572-4766-a2b7-9a76135e58af,2024-01-30,err1rqhe,,,
18fd27b2-b7ab-4cc2-bdaf-8f90a7a05105,2024-01-30,err1rqhe,,,
467f519e-2b7d-45c9-b161-eb5b32277d20,2024-04-01,err1rqhe,,,
b57aad1e-b1db-440c-8e1b-033124cb50a8,2024-04-10,k2lyd9ke,,,
d6430dde-14e9-49f8-a1aa-153c069b325d,2024-03-19,is4hjs15,,,
cefe9244-6080-45ff-bfc3-b332a3602251,2024-04-09,bgon53q1,Exit Intent | Regular_Traffic | Desktop | 10 OFF | SMS trigger,Exit Intent,10 OFF
b1f891c8-fb31-448b-9f95-6a3f75ef8950,2024-03-25,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
ajs-next-c0e3c45915b82b6f532347a5de0f28a8,2024-03-17,855703,1st page | ACQ NON PDP | Mobile | 10 OFF | SMS Trigger | 981832,1st page,10 OFF
ajs-next-5d713512f8d4e0c35c7d4e1da3a7a994,2024-03-20,842259,Exit Intent | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 981832,Exit Intent,10 OFF
c7cc825c-2735-423d-9eeb-ba8d23f6e5e0,2024-04-11,fvgfjwg7,,,
c0031f84-422b-4008-92a6-83795565e3b0,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
eb542219-1362-4a70-8602-45d7288895d1,2024-03-22,01g1cj9b,,,
633f5d8a-758c-456d-a977-25f051fa9f63,2024-04-03,q32cdutb,,,
5bbbf87c-ca58-4b4b-8196-34de5429cef9,2024-03-29,01g1cj9b,,,
ef98e35c-c0c7-406c-9c5c-3b507813dc63,2024-04-11,q32cdutb,,,
94f128e2-b7bd-43f3-81be-32ad96d100b3,2024-02-25,xgeht1ip,,,
fb08d7d0-de41-440d-9f27-b79642a9fd34,2024-03-07,ivhfrrkf,,,
ajs-next-a8dc28700065d45cc3c866851fabc7b5,2024-04-08,906348,1st page | Regular Traffic Canada | Mobile | 10 OFF | SMS Trigger | 981935,1st page,10 OFF
962b783b-5945-410b-8dc1-6800adbd6e25,2024-04-08,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
fcd184e0-77ca-40b1-b98a-26849a0ce5ca,2024-04-08,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
1e38ef82-d0f2-45db-b115-a5394306ea07,2024-01-09,err1rqhe,,,
b1ecf9b6-cbfa-4fce-a870-be113fcab0ca,2024-01-09,err1rqhe,,,
981d5c8e-1475-4d33-a1bb-372cccbec0ff,2024-04-06,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
4e3eb0a3-92f4-4a3b-bfe6-ac8f2a8e7813,2024-04-04,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
c334b540-af2f-46a3-beda-791953e5264e,2024-03-27,err1rqhe,,,
ajs-next-35b4522dfec10316b277f59ab41248df,2024-01-19,846303,1st page | Regular Traffic International UK | Desktop | 10 OFF | SMS Trigger | 960943,1st page,10 OFF
fb451065-65c1-4b18-935e-3af61b407cc1,2024-02-25,xgeht1ip,,,
ajs-next-50c54c201e0e834505ce0fe9c6687609,2024-02-20,906346,2nd page | ACQ International Canada | Mobile | 10 OFF | SMS Trigger | 974199,2nd page,10 OFF
9d66f15f-60e9-4478-b627-0adab85af02e,2024-03-06,01g1cj9b,,,
f9d2aed4-c7d2-441e-b651-b1d9109c8f22,2024-01-09,err1rqhe,,,
72060aa1-84d7-4812-b0c7-72c52e00aaa7,2024-01-09,err1rqhe,,,
d03afab3-1066-4edc-919b-84e69f1ea730,2024-04-04,7qa0te88,,,
4477528f-0110-4253-9aae-87b700e537cc,2024-04-04,7qa0te88,,,
f55b59f2-a2cd-4980-958e-7114f5b08980,2024-03-29,01g1cj9b,,,
13bacdab-715e-46cf-8313-16a111b8ef6c,2024-04-11,w8jc44dq,Exit Intent | ACQ | Desktop | 10 OFF | SMS trigger,Exit Intent,10 OFF
7a812845-1a0d-443e-bde2-968d3ce79668,2024-04-11,zdwv8682,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
1d591a74-d196-4298-a64a-e5008f865033,2024-04-05,bk2t0wtf,,,
937b388c-7704-40b8-ad12-9a34c0675e47,2024-04-05,bk2t0wtf,,,
68e19210-246c-463c-a0b2-3db063646ca9,2024-04-06,01g1cj9b,,,
4ab53cf4-7183-4712-8fd9-40a94dd4f8f5,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
6932ac8b-e1df-4c18-8996-e4035f4e40c0,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-53634574981e5882ead9ea721cd6a193,2024-03-23,948589,CREDIT CAMPAIGN - PDP - Desktop,CREDIT CAMPAIGN - PDP - Desktop,
ajs-next-63b340723b889f031a061436f0cd23e0,2024-04-11,906346,2nd page | ACQ International Canada | Mobile | 10 OFF | SMS Trigger | 981935,2nd page,10 OFF
9440f839-47a8-4c47-8f05-ae55dffb97d4,2024-01-09,err1rqhe,,,
86545a19-c6e1-4efb-ba21-206cf7bc1d33,2024-01-10,err1rqhe,,,
52459330-33f3-482e-ab9a-766d256cba3e,2024-03-07,ivhfrrkf,,,
b43839a4-5c69-4a15-b375-b02aac81d90b,2024-03-25,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-014b1aa31a6d62765c9192a4a56e9b38,2024-03-29,855703,1st page | ACQ NON PDP | Mobile | 10 OFF | SMS Trigger | 986414,1st page,10 OFF
df941e4d-ea40-4425-bd5e-263153537b92,2024-03-22,01g1cj9b,,,
52c35640-7805-4556-b222-b3fc59c772e5,2024-02-28,01g1cj9b,,,
39f79cbf-167b-4ebc-8883-3a02acc34140,2024-02-14,xgeht1ip,,,
99c0640d-ad7a-45f3-ac89-674dd81b2915,2024-03-04,60ijozen,,,
a186e901-2ed3-499a-8676-f42b2954ea77,2024-04-10,k2lyd9ke,,,
ajs-next-388b9fedf5767b9c5ba2cd8eeaa7fecd,2024-03-06,842613,Cart Abandon | Google Organic | Mobile | 10 OFF | SMS No Trigger,Cart Abandon,10 OFF
ajs-next-15c6768ef94b6aba29a570022053b66b,2024-03-28,906675,2nd page | ACQ International Canada | Desktop | 10 OFF | SMS Trigger | 987419,2nd page,10 OFF
b8df3038-1af5-4fd7-a014-dd541f337f1b,2024-02-25,xgeht1ip,,,
675af912-a0cd-445f-a8ac-f21955b118e9,2024-04-04,7qa0te88,,,
998dd1b9-31d6-4907-be14-e5dbb45ef231,2024-02-15,t7i0v4ic,,,
13526d3c-7c81-4ef2-bc7b-9d98984d7983,2024-02-27,01g1cj9b,,,
491edb0f-2c00-4cbd-aa76-2c02c5d0d2b0,2024-02-01,bk2t0wtf,,,
14454893-5293-4580-b4cf-21d54a98a8ef,2024-03-17,err1rqhe,,,
ajs-next-112d966e2c73a840260fd56f286374a2,2024-02-24,842223,1st page | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 976282,1st page,10 OFF
658eeecb-b451-4594-8b8b-119e8c4bd7d8,2024-04-11,und7pm4w,2nd Page | ACQ | Mobile | 10 OFF | SMS trigger,2nd Page,10 OFF
50888744-b02c-4308-ab4f-67111d2cde1d,2024-04-10,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
205ef2a8-cb0e-4c85-a10c-4a8a9b3137cb,2024-04-09,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
446639c9-e745-40b7-85ef-a7197c68b19f,2024-03-06,i5szulbq,,,
5bb09548-81d5-4b38-be48-9ea03481502d,2024-04-10,k2lyd9ke,,,
bf07f4f1-0be8-4c74-9c13-9824847a383d,2024-04-08,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
d73251d6-078d-4f50-a60e-8818ebc3f366,2024-01-07,is4hjs15,,,
baa0ac4d-bf43-4708-8587-d75dbb6fced9,2024-02-18,xy55r5iy,,,
c386620e-fcd9-4f81-9bcb-1f98b4af9d2d,2024-04-08,nsmlid2k,,,
4d79f61b-2556-4f0b-b64f-5f57afa931f2,2024-01-09,err1rqhe,,,
47482585-c9f7-4b42-90fe-58f4648c3765,2024-04-01,err1rqhe,,,
ajs-next-10d5c766f56b69dd0dbdbdce4aced124,2024-03-03,842259,Exit Intent | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 976282,Exit Intent,10 OFF
80390530-e757-45b5-b659-741a6b860736,2024-03-29,01g1cj9b,,,
ajs-next-47a21d04b61d9b64ee3f7019fc2bb6e2,2024-01-06,827608,2nd page | ACQ | Mobile | 10 OFF | SMS Trigger | 950340,2nd page,10 OFF
c01de0b0-b8e6-464e-bca8-d57180fe316a,2024-02-14,xgeht1ip,,,
ajs-next-08eb375db06df8467fa11ab36eeaf9f3,2024-03-29,827608,2nd page | ACQ | Mobile | 10 OFF | SMS Trigger | 986414,2nd page,10 OFF
ajs-next-9c164133c89b0dfd0a586424bb92cd9d,2024-04-11,906353,Exit Intent | ACQ International Canada | Mobile | 10 OFF | SMS Trigger | 981935,Exit Intent,10 OFF
0436f21b-2699-496d-aeaf-d135e32821b2,2024-04-10,k2lyd9ke,,,
11f3be7f-bfae-413d-9365-ea55d9d32cce,2024-04-10,k2lyd9ke,,,
1c50a66f-d53c-4fcc-8217-7c98a036ddd0,2024-04-09,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
18b347cf-6afa-40c3-87ce-d4bb16222f31,2024-01-28,as2abr5z,,,
fbdd831c-57e8-4e2c-8920-e15ad68f821f,2024-01-09,err1rqhe,,,
ajs-next-ca544dfb8aef21ad3b46a2465c4b068d,2024-03-28,906679,1st page | Regular Traffic Canada | Desktop | 10 OFF | SMS Trigger | 987419,1st page,10 OFF
ajs-next-7fc529ab1a0bc04d072c4d0269f201c3,2024-04-08,906346,2nd page | ACQ International Canada | Mobile | 10 OFF | SMS Trigger | 981935,2nd page,10 OFF
ajs-next-10190e81d5715644171b8e54b2b0baf5,2024-02-19,827838,Exit Intent | ACQ | Mobile | 10 OFF | SMS Trigger | 974004,Exit Intent,10 OFF
9ea90dfd-cdab-4d59-9f59-3a96af543beb,2024-04-11,mvgkglu7,2nd Page | Google_Organic | Mobile | 10 OFF | SMS trigger,2nd Page,10 OFF
cffb9d62-35ee-4ef0-9a6e-7471b5a991ea,2024-02-25,xgeht1ip,,,
b84d6061-3791-4081-b464-43d7fe6fa905,2024-04-04,7qa0te88,,,
89864032-a473-488e-86bf-d660d0bc7a9d,2024-03-28,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
7b550682-043b-4b6d-b7ac-7ac8ee199024,2024-03-07,ivhfrrkf,,,
4a8b2b4e-964b-4712-863f-83e031ddc3a7,2024-03-07,ivhfrrkf,,,
c4b67a42-1b7f-4c64-a67c-a0c7762fb59b,2024-03-07,ivhfrrkf,,,
35d82829-bee7-42fd-a0f2-4aafc307ac3e,2024-01-08,t7i0v4ic,,,
5deca823-4673-4991-bca4-a745a47f4070,2024-04-08,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-3ef535e50aba20cdd21342676b6f48ea,2024-02-27,842259,Exit Intent | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 976282,Exit Intent,10 OFF
b38776d7-0877-4388-8ab4-372beb5690b3,2024-02-12,err1rqhe,,,
ace1522d-810b-40b7-b033-34cc7dd1f72e,2024-04-11,q32cdutb,,,
09d29515-e90b-4064-9792-a4874b2a733d,2024-03-07,ivhfrrkf,,,
5d3d2a2b-a60d-4577-9d8b-cf43ef9cd2b0,2024-04-09,k2lyd9ke,,,
fb1a7bb7-6fc9-471e-84dd-37051c9f81b7,2024-04-07,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
9dc697cd-2155-4536-b884-8d5e6c254f13,2024-04-07,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
e304ca1c-f9ef-414a-99d1-93dbe58fe9e3,2024-03-07,01g1cj9b,,,
ajs-next-5afb346a178abeaa025be7c208d29686,2024-04-02,855703,1st page | ACQ NON PDP | Mobile | 10 OFF | SMS Trigger | 986414,1st page,10 OFF
df3a6ce4-8bed-485f-821d-6b391070020c,2024-02-24,bk2t0wtf,,,
40c0d809-6934-4c3b-b943-63f2e3dc52cb,2024-02-11,q32cdutb,,,
85f06e96-92ce-4afc-ae36-6a8e26160cb7,2024-04-10,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
28fbbfec-bd04-4439-a012-aa05b5fb3c88,2024-02-28,01g1cj9b,,,
ajs-next-323a9c19774ddcb462618b650e674ef7,2024-04-11,936751,Exit Intent | ACQ International AU | Mobile | 10 OFF | SMS Trigger | 981690,Exit Intent,10 OFF
8cc9a08a-aa99-47e5-96ec-3796aac95d0d,2024-04-10,k2lyd9ke,,,
ajs-next-24fe8a78d87aca5ab4bf6e0f2bf3a80a,2024-03-06,827608,2nd page | ACQ | Mobile | 10 OFF | SMS Trigger | 976282,2nd page,10 OFF
